ip,app,device,os,channel,click_time,is_attributed,click_date,duration_seconds,duration_minutes
14872,2,1,19,219,2017-11-08 16:20:11,0,2017-11-08,9933,165.55
14872,12,1,13,245,2017-11-08 23:49:58,0,2017-11-08,26987,449.78
21097,13,1,19,477,2017-11-09 04:32:48,0,2017-11-09,0,0.00
21097,21,1,20,232,2017-11-09 09:26:49,0,2017-11-09,17641,294.02
98875,15,1,19,140,2017-11-07 03:27:04,0,2017-11-07,0,0.00
98875,12,1,17,178,2017-11-07 09:01:10,0,2017-11-07,20046,334.10
190620,66,1,15,101,2017-11-07 02:30:27,1,2017-11-07,0,0.00
116831,2,1,19,364,2017-11-09 07:40:30,0,2017-11-09,0,0.00
116831,2,2,27,364,2017-11-09 13:28:34,0,2017-11-09,20884,348.07
43289,18,1,17,134,2017-11-08 01:50:21,0,2017-11-08,0,0.00
83764,9,1,19,232,2017-11-09 04:23:30,0,2017-11-09,0,0.00
90991,12,1,13,259,2017-11-09 15:52:53,0,2017-11-09,0,0.00
176881,19,88,24,333,2017-11-07 08:04:29,1,2017-11-07,0,0.00
248758,13,1,16,477,2017-11-07 17:48:49,0,2017-11-07,0,0.00
94154,12,1,22,178,2017-11-08 09:19:53,0,2017-11-08,0,0.00
164798,3,1,36,114,2017-11-07 02:02:54,1,2017-11-07,0,0.00
7502,3,2,27,280,2017-11-08 11:44:12,0,2017-11-08,0,0.00
7502,3,1,17,466,2017-11-08 17:44:09,0,2017-11-08,21597,359.95
110330,12,1,15,212,2017-11-09 01:52:12,0,2017-11-09,0,0.00
75982,2,1,13,212,2017-11-07 14:17:57,0,2017-11-07,0,0.00
21734,9,1,19,127,2017-11-09 15:38:50,0,2017-11-09,0,0.00
266033,12,1,53,259,2017-11-08 14:29:55,0,2017-11-08,0,0.00
171188,5,1,32,113,2017-11-07 01:41:57,1,2017-11-07,0,0.00
133301,12,1,13,178,2017-11-08 00:53:23,0,2017-11-08,0,0.00
121728,14,1,19,439,2017-11-08 06:00:14,0,2017-11-08,0,0.00
318592,5,1,7,113,2017-11-09 14:00:08,1,2017-11-09,0,0.00
68930,2,1,41,469,2017-11-09 12:31:55,0,2017-11-09,0,0.00
4831,2,1,19,219,2017-11-08 13:47:03,0,2017-11-08,0,0.00
130657,1,1,19,134,2017-11-07 14:54:42,0,2017-11-07,0,0.00
121942,3,1,1,135,2017-11-08 04:05:00,0,2017-11-08,0,0.00
121942,109,0,76,347,2017-11-08 06:49:58,0,2017-11-08,9898,164.97
121942,12,1,13,245,2017-11-08 07:48:05,0,2017-11-08,3487,58.12
121942,1,1,25,134,2017-11-08 12:17:23,0,2017-11-08,16158,269.30
59508,3,1,14,280,2017-11-09 04:53:11,0,2017-11-09,0,0.00
291287,14,1,6,379,2017-11-08 20:12:30,1,2017-11-08,0,0.00
44030,3,1,19,409,2017-11-09 08:00:41,0,2017-11-09,0,0.00
172147,2,1,17,237,2017-11-09 04:41:22,0,2017-11-09,0,0.00
59660,3,1,19,280,2017-11-08 01:16:58,0,2017-11-08,0,0.00
59660,12,1,20,178,2017-11-08 09:39:53,0,2017-11-08,30175,502.92
59660,3,1,13,280,2017-11-08 10:32:27,0,2017-11-08,3154,52.57
93814,3,1,19,280,2017-11-07 03:28:53,0,2017-11-07,0,0.00
42539,2,1,12,477,2017-11-09 07:02:28,0,2017-11-09,0,0.00
42539,3,1,14,137,2017-11-09 09:07:40,0,2017-11-09,7512,125.20
74803,3,1,13,280,2017-11-07 08:02:56,0,2017-11-07,0,0.00
45184,12,1,12,265,2017-11-07 07:05:52,0,2017-11-07,0,0.00
85915,3,1,25,115,2017-11-07 04:11:44,0,2017-11-07,0,0.00
43437,3,1,16,280,2017-11-07 09:22:57,0,2017-11-07,0,0.00
43437,29,1,19,213,2017-11-07 10:21:31,0,2017-11-07,3514,58.57
98129,14,1,28,379,2017-11-07 04:18:36,0,2017-11-07,0,0.00
78959,3,1,19,379,2017-11-09 04:34:05,0,2017-11-09,0,0.00
78959,35,1,19,21,2017-11-09 10:10:45,1,2017-11-09,20200,336.67
78959,12,1,18,328,2017-11-09 10:51:53,0,2017-11-09,2468,41.13
55745,9,2,19,258,2017-11-09 08:58:57,0,2017-11-09,0,0.00
55745,23,1,13,153,2017-11-09 14:37:22,0,2017-11-09,20305,338.42
55745,9,1,19,258,2017-11-09 15:16:30,1,2017-11-09,2348,39.13
228445,9,1,20,145,2017-11-08 12:39:19,0,2017-11-08,0,0.00
2713,15,1,6,245,2017-11-08 03:11:11,0,2017-11-08,0,0.00
2713,1,1,13,134,2017-11-08 11:33:39,0,2017-11-08,30148,502.47
27973,11,1,19,173,2017-11-09 08:35:21,0,2017-11-09,0,0.00
36066,8,1,13,259,2017-11-07 01:06:39,1,2017-11-07,0,0.00
124519,35,1,10,21,2017-11-08 06:37:09,1,2017-11-08,0,0.00
124519,19,0,50,210,2017-11-08 08:23:16,1,2017-11-08,6367,106.12
112629,19,0,21,213,2017-11-08 14:35:43,1,2017-11-08,0,0.00
34419,7,1,13,101,2017-11-09 09:06:05,0,2017-11-09,0,0.00
34419,2,1,32,237,2017-11-09 10:23:14,0,2017-11-09,4629,77.15
34419,28,1,19,135,2017-11-09 13:59:01,0,2017-11-09,12947,215.78
136697,20,2,17,259,2017-11-07 15:51:13,0,2017-11-07,0,0.00
37813,2,1,19,219,2017-11-07 04:29:10,0,2017-11-07,0,0.00
37813,3,1,19,173,2017-11-07 13:10:46,0,2017-11-07,31296,521.60
55675,21,1,69,232,2017-11-07 12:29:15,0,2017-11-07,0,0.00
102451,29,1,19,213,2017-11-08 11:00:54,0,2017-11-08,0,0.00
8409,15,1,17,430,2017-11-09 06:12:45,0,2017-11-09,0,0.00
79219,8,1,37,145,2017-11-09 00:10:40,1,2017-11-09,0,0.00
149647,12,1,13,259,2017-11-08 01:09:09,0,2017-11-08,0,0.00
18429,26,1,19,266,2017-11-08 09:52:22,0,2017-11-08,0,0.00
47046,14,1,13,349,2017-11-07 23:53:34,0,2017-11-07,0,0.00
97500,20,1,19,259,2017-11-07 05:48:40,1,2017-11-07,0,0.00
97500,7,1,18,101,2017-11-07 07:02:23,0,2017-11-07,4423,73.72
345132,70,0,24,243,2017-11-09 13:57:33,1,2017-11-09,0,0.00
275670,19,581,24,213,2017-11-08 05:54:05,1,2017-11-08,0,0.00
51004,12,1,13,328,2017-11-09 02:14:03,0,2017-11-09,0,0.00
48832,2,1,13,364,2017-11-08 17:07:30,0,2017-11-08,0,0.00
11347,35,1,19,21,2017-11-07 08:09:16,1,2017-11-07,0,0.00
43354,9,1,6,215,2017-11-07 08:03:12,0,2017-11-07,0,0.00
129090,3,1,73,489,2017-11-07 12:17:56,0,2017-11-07,0,0.00
208822,18,1,6,134,2017-11-07 11:38:28,0,2017-11-07,0,0.00
35905,3,1,20,137,2017-11-09 07:30:56,0,2017-11-09,0,0.00
35905,21,1,13,232,2017-11-09 10:11:48,0,2017-11-09,9652,160.87
251264,2,1,13,435,2017-11-09 14:18:02,0,2017-11-09,0,0.00
119262,2,1,13,237,2017-11-08 04:11:56,0,2017-11-08,0,0.00
119262,2,1,19,469,2017-11-08 12:25:01,0,2017-11-08,29585,493.08
119262,29,1,18,101,2017-11-08 15:31:58,1,2017-11-08,11217,186.95
129874,19,0,24,213,2017-11-07 06:02:11,1,2017-11-07,0,0.00
132656,5,1,32,113,2017-11-07 05:31:36,1,2017-11-07,0,0.00
36316,26,1,8,266,2017-11-08 17:04:31,0,2017-11-08,0,0.00
77102,12,1,13,265,2017-11-08 15:41:23,0,2017-11-08,0,0.00
88666,12,1,8,328,2017-11-09 06:36:56,0,2017-11-09,0,0.00
123483,3,1,10,115,2017-11-07 08:46:43,0,2017-11-07,0,0.00
170908,19,0,24,213,2017-11-07 10:45:26,1,2017-11-07,0,0.00
250314,29,1,1,210,2017-11-08 14:18:24,1,2017-11-08,0,0.00
29063,19,0,0,343,2017-11-09 10:55:05,1,2017-11-09,0,0.00
158477,15,1,13,245,2017-11-07 05:25:00,0,2017-11-07,0,0.00
232759,9,1,30,107,2017-11-09 15:38:16,0,2017-11-09,0,0.00
89762,12,1,3,205,2017-11-09 01:40:29,0,2017-11-09,0,0.00
77295,15,1,37,245,2017-11-08 23:21:42,0,2017-11-08,0,0.00
263143,14,1,22,463,2017-11-08 05:16:02,0,2017-11-08,0,0.00
76919,20,1,18,478,2017-11-08 06:56:21,0,2017-11-08,0,0.00
76919,9,1,19,234,2017-11-08 09:08:02,0,2017-11-08,7901,131.68
76919,12,1,64,259,2017-11-08 12:41:19,0,2017-11-08,12797,213.28
76919,2,1,10,122,2017-11-08 13:07:01,0,2017-11-08,1542,25.70
41244,18,1,32,107,2017-11-07 09:27:03,0,2017-11-07,0,0.00
245748,14,1,13,463,2017-11-08 07:56:15,0,2017-11-08,0,0.00
125100,15,1,43,412,2017-11-07 04:24:59,0,2017-11-07,0,0.00
125100,18,1,43,439,2017-11-07 04:25:24,0,2017-11-07,25,0.42
125100,12,1,18,265,2017-11-07 05:19:52,0,2017-11-07,3268,54.47
125100,2,1,13,469,2017-11-07 13:14:43,0,2017-11-07,28491,474.85
170392,155,1,13,213,2017-11-07 13:19:36,1,2017-11-07,0,0.00
28112,18,1,13,107,2017-11-09 08:28:57,0,2017-11-09,0,0.00
86261,3,1,13,424,2017-11-09 00:16:47,0,2017-11-09,0,0.00
86261,22,1,13,116,2017-11-09 08:52:08,0,2017-11-09,30921,515.35
86261,107,1,17,171,2017-11-09 11:17:17,0,2017-11-09,8709,145.15
86261,18,1,13,439,2017-11-09 11:27:46,1,2017-11-09,629,10.48
86261,12,1,15,140,2017-11-09 12:43:09,0,2017-11-09,4523,75.38
344295,7,1,16,101,2017-11-09 12:04:06,0,2017-11-09,0,0.00
90811,9,1,19,445,2017-11-09 06:05:00,0,2017-11-09,0,0.00
90811,18,1,19,107,2017-11-09 12:45:09,0,2017-11-09,24009,400.15
9177,11,1,18,219,2017-11-07 21:11:32,0,2017-11-07,0,0.00
5328,12,1,25,178,2017-11-07 00:34:43,0,2017-11-07,0,0.00
5328,15,1,19,245,2017-11-07 05:19:58,0,2017-11-07,17115,285.25
5328,15,1,11,245,2017-11-07 08:27:56,0,2017-11-07,11278,187.97
307322,19,0,29,213,2017-11-08 21:57:57,1,2017-11-08,0,0.00
131049,29,1,19,101,2017-11-07 12:27:30,1,2017-11-07,0,0.00
130029,1,1,19,153,2017-11-07 07:31:18,0,2017-11-07,0,0.00
130029,2,1,13,477,2017-11-07 14:36:51,0,2017-11-07,25533,425.55
353639,2,1,19,219,2017-11-09 10:21:06,0,2017-11-09,0,0.00
18286,3,1,13,280,2017-11-08 04:09:16,0,2017-11-08,0,0.00
2564,15,2,15,265,2017-11-08 11:46:08,0,2017-11-08,0,0.00
2564,9,1,13,466,2017-11-08 15:09:33,0,2017-11-08,12205,203.42
2564,11,1,13,319,2017-11-08 15:26:06,0,2017-11-08,993,16.55
33937,14,1,13,439,2017-11-09 02:57:27,0,2017-11-09,0,0.00
33937,15,1,13,130,2017-11-09 07:21:55,0,2017-11-09,15868,264.47
104839,3,1,18,489,2017-11-08 02:46:26,0,2017-11-08,0,0.00
73839,35,1,19,21,2017-11-07 01:01:30,1,2017-11-07,0,0.00
73839,9,1,13,334,2017-11-07 03:03:51,0,2017-11-07,7341,122.35
73839,20,1,19,478,2017-11-07 21:08:02,0,2017-11-07,65051,1084.18
113498,12,1,13,265,2017-11-09 10:25:39,0,2017-11-09,0,0.00
113498,2,1,9,477,2017-11-09 14:05:30,0,2017-11-09,13191,219.85
175529,6,1,14,459,2017-11-07 06:11:06,0,2017-11-07,0,0.00
67924,64,1,40,459,2017-11-07 19:15:36,0,2017-11-07,0,0.00
86590,24,2,19,105,2017-11-07 01:53:13,0,2017-11-07,0,0.00
104397,9,1,19,334,2017-11-07 01:41:16,0,2017-11-07,0,0.00
114878,2,1,22,237,2017-11-09 03:59:20,0,2017-11-09,0,0.00
167394,26,1,41,121,2017-11-07 13:42:48,0,2017-11-07,0,0.00
118648,9,1,19,215,2017-11-06 19:33:54,0,2017-11-06,0,0.00
38342,3,1,9,379,2017-11-09 15:15:45,0,2017-11-09,0,0.00
7346,18,1,17,107,2017-11-09 12:32:59,0,2017-11-09,0,0.00
85304,17,1,13,134,2017-11-07 14:41:57,0,2017-11-07,0,0.00
94177,15,1,17,140,2017-11-08 03:20:06,0,2017-11-08,0,0.00
94177,26,1,3,266,2017-11-08 12:55:57,0,2017-11-08,34551,575.85
39230,23,1,47,153,2017-11-09 09:52:09,0,2017-11-09,0,0.00
69145,15,1,19,245,2017-11-09 03:49:52,1,2017-11-09,0,0.00
69145,9,1,3,334,2017-11-09 10:00:40,0,2017-11-09,22248,370.80
69145,12,1,19,265,2017-11-09 10:17:56,0,2017-11-09,1036,17.27
224936,10,1,47,113,2017-11-08 11:59:59,1,2017-11-08,0,0.00
79054,15,1,13,315,2017-11-09 10:45:11,0,2017-11-09,0,0.00
124591,47,1,1,484,2017-11-09 13:24:32,0,2017-11-09,0,0.00
42252,15,1,19,315,2017-11-08 18:29:18,0,2017-11-08,0,0.00
38332,13,1,13,469,2017-11-07 13:07:06,0,2017-11-07,0,0.00
136000,13,1,13,400,2017-11-08 08:33:11,0,2017-11-08,0,0.00
115557,2,2,9,205,2017-11-07 05:52:00,0,2017-11-07,0,0.00
115557,2,1,19,205,2017-11-07 08:29:29,0,2017-11-07,9449,157.48
211747,9,1,13,466,2017-11-08 07:49:58,0,2017-11-08,0,0.00
122046,12,1,10,178,2017-11-07 23:16:34,0,2017-11-07,0,0.00
186713,19,288,38,213,2017-11-07 03:50:44,1,2017-11-07,0,0.00
175151,3,1,13,205,2017-11-08 23:24:18,0,2017-11-08,0,0.00
102670,12,1,98,219,2017-11-07 14:13:40,0,2017-11-07,0,0.00
144841,19,357,24,213,2017-11-07 14:42:16,1,2017-11-07,0,0.00
7399,2,1,15,435,2017-11-09 08:27:37,0,2017-11-09,0,0.00
40342,35,1,13,274,2017-11-07 06:34:52,1,2017-11-07,0,0.00
40342,23,1,19,153,2017-11-07 08:29:48,0,2017-11-07,6896,114.93
40342,12,1,22,178,2017-11-07 12:00:18,0,2017-11-07,12630,210.50
40342,10,1,25,377,2017-11-07 12:03:15,1,2017-11-07,177,2.95
40342,2,1,19,219,2017-11-07 12:44:36,0,2017-11-07,2481,41.35
40342,9,1,18,334,2017-11-07 23:25:15,0,2017-11-07,38439,640.65
4414,3,1,13,280,2017-11-09 01:32:46,0,2017-11-09,0,0.00
233525,9,1,19,334,2017-11-08 05:36:05,0,2017-11-08,0,0.00
233525,12,1,19,259,2017-11-08 06:35:09,0,2017-11-08,3544,59.07
55256,8,1,15,145,2017-11-07 08:15:53,0,2017-11-07,0,0.00
9787,14,1,19,379,2017-11-09 08:02:09,0,2017-11-09,0,0.00
151001,12,1,13,178,2017-11-09 01:18:21,0,2017-11-09,0,0.00
151001,12,1,37,265,2017-11-09 12:57:08,0,2017-11-09,41927,698.78
37920,96,0,24,213,2017-11-09 08:40:06,1,2017-11-09,0,0.00
139262,19,20,38,213,2017-11-07 14:31:45,1,2017-11-07,0,0.00
310058,5,1,23,113,2017-11-09 04:31:22,1,2017-11-09,0,0.00
280344,19,0,21,213,2017-11-07 16:35:48,1,2017-11-07,0,0.00
36435,18,1,19,121,2017-11-08 04:35:11,0,2017-11-08,0,0.00
223139,35,1,19,274,2017-11-08 07:01:50,1,2017-11-08,0,0.00
119337,12,1,37,265,2017-11-08 14:04:35,0,2017-11-08,0,0.00
58466,9,1,14,134,2017-11-07 18:14:23,0,2017-11-07,0,0.00
182953,19,0,0,268,2017-11-06 19:14:21,1,2017-11-06,0,0.00
39488,25,1,19,259,2017-11-08 12:57:25,0,2017-11-08,0,0.00
113354,3,1,13,317,2017-11-08 02:43:42,0,2017-11-08,0,0.00
113354,9,1,19,134,2017-11-08 05:40:25,0,2017-11-08,10603,176.72
41805,12,1,9,265,2017-11-09 07:25:29,0,2017-11-09,0,0.00
41805,12,1,18,178,2017-11-09 10:14:09,0,2017-11-09,10120,168.67
37273,19,40,24,213,2017-11-07 11:40:42,1,2017-11-07,0,0.00
7906,12,1,16,265,2017-11-08 15:30:11,0,2017-11-08,0,0.00
181480,10,1,36,113,2017-11-07 02:49:19,1,2017-11-07,0,0.00
76398,9,1,18,234,2017-11-06 17:35:21,0,2017-11-06,0,0.00
127070,66,1,28,101,2017-11-07 14:24:00,1,2017-11-07,0,0.00
91072,15,1,15,245,2017-11-07 21:13:19,0,2017-11-07,0,0.00
70374,11,1,19,319,2017-11-09 13:05:07,0,2017-11-09,0,0.00
40666,3,1,19,442,2017-11-08 14:37:51,0,2017-11-08,0,0.00
330424,5,1,43,113,2017-11-09 07:45:57,1,2017-11-09,0,0.00
39711,19,0,0,213,2017-11-08 14:03:37,1,2017-11-08,0,0.00
37050,9,1,11,134,2017-11-08 02:43:29,0,2017-11-08,0,0.00
37050,6,1,19,125,2017-11-08 11:29:31,0,2017-11-08,31562,526.03
126940,19,0,29,333,2017-11-06 23:05:10,1,2017-11-06,0,0.00
15518,12,1,17,178,2017-11-09 01:24:43,0,2017-11-09,0,0.00
15518,9,1,31,334,2017-11-09 12:45:52,0,2017-11-09,40869,681.15
93057,3,1,13,173,2017-11-07 03:45:12,0,2017-11-07,0,0.00
122791,5,1,4,113,2017-11-09 13:18:27,1,2017-11-09,0,0.00
90586,3,1,13,280,2017-11-09 03:45:43,0,2017-11-09,0,0.00
273759,45,1,15,5,2017-11-08 06:30:21,1,2017-11-08,0,0.00
44101,15,1,10,386,2017-11-06 21:51:23,0,2017-11-06,0,0.00
206226,10,1,47,113,2017-11-07 06:43:33,1,2017-11-07,0,0.00
206290,29,1,13,343,2017-11-07 06:19:19,1,2017-11-07,0,0.00
80703,22,1,15,496,2017-11-07 10:07:53,0,2017-11-07,0,0.00
171688,2,1,19,469,2017-11-07 13:23:07,0,2017-11-07,0,0.00
40662,18,1,19,134,2017-11-08 00:30:47,0,2017-11-08,0,0.00
40662,11,1,17,487,2017-11-08 04:57:58,0,2017-11-08,16031,267.18
120613,12,1,37,328,2017-11-07 02:03:20,0,2017-11-07,0,0.00
306596,39,1,13,213,2017-11-09 02:02:29,1,2017-11-09,0,0.00
30830,12,1,19,140,2017-11-07 12:10:43,0,2017-11-07,0,0.00
77600,35,1,10,21,2017-11-08 04:03:50,1,2017-11-08,0,0.00
86320,9,1,15,134,2017-11-07 13:16:10,0,2017-11-07,0,0.00
86320,18,1,19,121,2017-11-07 14:11:06,0,2017-11-07,3296,54.93
42270,9,1,8,442,2017-11-09 13:02:39,0,2017-11-09,0,0.00
39073,18,1,18,107,2017-11-08 06:30:41,0,2017-11-08,0,0.00
39073,27,1,13,122,2017-11-08 08:28:09,0,2017-11-08,7048,117.47
44056,2,1,13,469,2017-11-08 08:26:15,0,2017-11-08,0,0.00
44056,35,1,18,21,2017-11-08 20:19:59,1,2017-11-08,42824,713.73
44056,3,1,13,442,2017-11-08 21:56:07,0,2017-11-08,5768,96.13
213573,39,1,13,101,2017-11-08 00:20:07,1,2017-11-08,0,0.00
200289,3,1,19,379,2017-11-09 10:00:32,0,2017-11-09,0,0.00
103536,3,1,19,211,2017-11-09 14:24:46,0,2017-11-09,0,0.00
233505,12,1,6,265,2017-11-08 04:56:13,0,2017-11-08,0,0.00
17192,2,1,25,401,2017-11-07 04:31:43,0,2017-11-07,0,0.00
58962,9,1,16,334,2017-11-07 07:45:36,0,2017-11-07,0,0.00
109143,2,1,18,477,2017-11-07 02:38:28,0,2017-11-07,0,0.00
8314,9,1,13,445,2017-11-08 02:37:50,0,2017-11-08,0,0.00
6313,26,1,6,121,2017-11-08 05:00:32,0,2017-11-08,0,0.00
107999,12,1,19,245,2017-11-08 01:36:20,0,2017-11-08,0,0.00
107999,1,2,17,134,2017-11-08 10:17:00,0,2017-11-08,31240,520.67
192030,3,1,32,409,2017-11-06 16:06:07,0,2017-11-06,0,0.00
26661,9,1,19,489,2017-11-07 12:02:03,0,2017-11-07,0,0.00
15884,23,1,2,153,2017-11-09 14:19:33,0,2017-11-09,0,0.00
88290,2,1,13,219,2017-11-08 15:16:28,0,2017-11-08,0,0.00
23603,2,1,14,236,2017-11-08 16:59:46,0,2017-11-08,0,0.00
170739,21,1,1,232,2017-11-09 14:33:19,0,2017-11-09,0,0.00
112759,19,40,24,333,2017-11-09 07:34:45,1,2017-11-09,0,0.00
7391,35,1,13,274,2017-11-07 23:42:54,1,2017-11-07,0,0.00
164620,18,1,17,107,2017-11-08 14:22:27,0,2017-11-08,0,0.00
224951,35,1,19,274,2017-11-07 20:33:06,1,2017-11-07,0,0.00
209293,3,1,13,280,2017-11-08 00:57:27,0,2017-11-08,0,0.00
209293,3,1,6,280,2017-11-08 12:59:39,0,2017-11-08,43332,722.20
329813,19,21,24,282,2017-11-09 15:06:34,1,2017-11-09,0,0.00
94051,3,1,6,280,2017-11-08 10:30:32,0,2017-11-08,0,0.00
108621,13,1,13,469,2017-11-07 07:28:00,0,2017-11-07,0,0.00
195062,105,1,37,451,2017-11-07 01:14:41,1,2017-11-07,0,0.00
67772,12,1,17,245,2017-11-06 20:53:52,0,2017-11-06,0,0.00
154107,3,1,19,280,2017-11-08 07:18:30,0,2017-11-08,0,0.00
109964,3,1,23,280,2017-11-08 15:08:42,0,2017-11-08,0,0.00
121655,2,1,13,477,2017-11-07 16:37:28,0,2017-11-07,0,0.00
121655,3,1,13,409,2017-11-07 17:58:35,0,2017-11-07,4867,81.12
158063,3,1,19,280,2017-11-09 02:09:44,0,2017-11-09,0,0.00
230951,29,1,19,213,2017-11-08 03:14:56,1,2017-11-08,0,0.00
59151,15,1,53,265,2017-11-09 00:19:50,0,2017-11-09,0,0.00
109679,15,1,19,379,2017-11-08 15:25:59,0,2017-11-08,0,0.00
128231,3,1,18,280,2017-11-07 08:53:57,0,2017-11-07,0,0.00
46573,15,1,18,278,2017-11-06 17:15:55,0,2017-11-06,0,0.00
13385,12,1,17,105,2017-11-08 03:52:21,0,2017-11-08,0,0.00
91095,58,1,28,120,2017-11-09 08:46:01,0,2017-11-09,0,0.00
91095,3,1,8,371,2017-11-09 11:03:40,0,2017-11-09,8259,137.65
91095,26,1,22,121,2017-11-09 12:09:38,0,2017-11-09,3958,65.97
81837,3,1,3,182,2017-11-09 13:57:24,0,2017-11-09,0,0.00
79281,12,1,9,245,2017-11-08 04:00:03,0,2017-11-08,0,0.00
79281,3,1,19,173,2017-11-08 23:59:12,0,2017-11-08,71949,1199.15
68987,2,1,25,258,2017-11-09 15:30:49,0,2017-11-09,0,0.00
253549,5,1,47,113,2017-11-08 04:56:44,1,2017-11-08,0,0.00
81935,3,1,18,137,2017-11-07 14:33:41,0,2017-11-07,0,0.00
81935,26,1,25,266,2017-11-07 16:41:07,1,2017-11-07,7646,127.43
343888,14,1,13,379,2017-11-09 15:04:46,0,2017-11-09,0,0.00
53218,23,1,3,153,2017-11-07 00:26:10,0,2017-11-07,0,0.00
17263,12,1,8,328,2017-11-09 03:41:53,0,2017-11-09,0,0.00
155345,28,1,19,135,2017-11-08 00:06:31,0,2017-11-08,0,0.00
74283,15,1,19,265,2017-11-08 12:58:58,0,2017-11-08,0,0.00
6269,8,1,31,145,2017-11-08 03:57:37,0,2017-11-08,0,0.00
8720,3,1,13,442,2017-11-09 11:45:32,0,2017-11-09,0,0.00
230216,5,1,37,113,2017-11-08 05:13:46,1,2017-11-08,0,0.00
192756,15,1,25,379,2017-11-07 04:10:35,0,2017-11-07,0,0.00
84075,12,1,13,265,2017-11-08 17:06:07,0,2017-11-08,0,0.00
105235,2,1,13,237,2017-11-07 05:41:45,0,2017-11-07,0,0.00
53464,3,1,25,30,2017-11-09 13:12:40,0,2017-11-09,0,0.00
238817,19,6,29,213,2017-11-08 01:16:54,1,2017-11-08,0,0.00
30893,3,1,8,280,2017-11-07 09:06:50,0,2017-11-07,0,0.00
30893,6,1,19,125,2017-11-07 13:14:07,0,2017-11-07,14837,247.28
66532,13,1,18,477,2017-11-08 04:26:42,0,2017-11-08,0,0.00
125259,3,1,9,280,2017-11-09 05:33:25,0,2017-11-09,0,0.00
121909,18,1,19,439,2017-11-09 03:22:54,0,2017-11-09,0,0.00
121909,12,2,9,178,2017-11-09 12:32:28,0,2017-11-09,32974,549.57
63614,2,1,19,219,2017-11-07 04:48:52,0,2017-11-07,0,0.00
64307,23,1,13,153,2017-11-08 05:14:22,0,2017-11-08,0,0.00
51506,3,1,13,211,2017-11-08 03:26:01,0,2017-11-08,0,0.00
175153,9,1,20,442,2017-11-07 09:20:56,0,2017-11-07,0,0.00
175153,19,40,24,213,2017-11-07 20:56:27,1,2017-11-07,41731,695.52
149443,21,1,19,128,2017-11-08 02:26:00,0,2017-11-08,0,0.00
23000,17,1,19,128,2017-11-09 15:06:44,0,2017-11-09,0,0.00
41725,3,1,19,115,2017-11-07 00:40:32,0,2017-11-07,0,0.00
41725,15,1,18,245,2017-11-07 07:12:09,0,2017-11-07,23497,391.62
41725,12,2,4,259,2017-11-07 13:22:58,0,2017-11-07,22249,370.82
41725,18,1,10,107,2017-11-07 19:55:44,0,2017-11-07,23566,392.77
41725,15,1,48,245,2017-11-07 21:33:03,0,2017-11-07,5839,97.32
30956,14,1,4,489,2017-11-09 05:28:28,0,2017-11-09,0,0.00
109776,8,1,13,145,2017-11-09 10:05:30,0,2017-11-09,0,0.00
109776,9,1,19,127,2017-11-09 14:57:05,1,2017-11-09,17495,291.58
109776,9,1,32,127,2017-11-09 15:50:16,0,2017-11-09,3191,53.18
212741,66,1,19,101,2017-11-07 05:55:29,1,2017-11-07,0,0.00
176236,3,1,7,480,2017-11-08 16:27:39,0,2017-11-08,0,0.00
178516,15,1,32,111,2017-11-07 05:35:01,0,2017-11-07,0,0.00
39306,11,1,3,319,2017-11-08 04:52:47,0,2017-11-08,0,0.00
39306,18,1,13,107,2017-11-08 05:28:56,0,2017-11-08,2169,36.15
39306,18,1,13,134,2017-11-08 10:16:35,0,2017-11-08,17259,287.65
39306,9,1,19,107,2017-11-08 15:29:37,0,2017-11-08,18782,313.03
125312,3,1,13,409,2017-11-09 03:53:04,0,2017-11-09,0,0.00
125312,35,1,17,21,2017-11-09 11:38:32,0,2017-11-09,27928,465.47
33110,8,1,10,145,2017-11-07 23:17:40,0,2017-11-07,0,0.00
53730,3,1,19,19,2017-11-08 11:14:21,0,2017-11-08,0,0.00
10032,3,1,13,280,2017-11-09 01:09:37,0,2017-11-09,0,0.00
10032,3,1,13,280,2017-11-09 01:27:58,0,2017-11-09,1101,18.35
66602,3,1,16,280,2017-11-09 00:33:35,0,2017-11-09,0,0.00
126019,9,1,8,334,2017-11-07 08:45:28,0,2017-11-07,0,0.00
191846,15,1,1,140,2017-11-06 23:24:48,0,2017-11-06,0,0.00
25116,13,1,13,469,2017-11-07 03:52:22,0,2017-11-07,0,0.00
25116,18,1,19,439,2017-11-07 15:16:19,0,2017-11-07,41037,683.95
105651,3,1,19,280,2017-11-07 00:17:52,0,2017-11-07,0,0.00
200612,8,1,17,145,2017-11-07 05:14:04,0,2017-11-07,0,0.00
341349,19,350,21,213,2017-11-08 17:02:43,1,2017-11-08,0,0.00
107813,1,1,47,153,2017-11-08 04:52:39,0,2017-11-08,0,0.00
107813,15,1,13,153,2017-11-08 12:22:39,0,2017-11-08,27000,450.00
61558,14,1,1,442,2017-11-09 04:39:37,0,2017-11-09,0,0.00
61381,3,1,19,280,2017-11-08 23:31:38,0,2017-11-08,0,0.00
186555,7,1,12,101,2017-11-07 06:15:11,0,2017-11-07,0,0.00
186555,18,1,19,121,2017-11-07 10:18:02,0,2017-11-07,14571,242.85
113719,35,1,13,21,2017-11-07 01:54:19,1,2017-11-07,0,0.00
