ip,app,total_clicks,click_time_range
5433,15,1,0
32799,2,1,0
30331,7,1,0
134176,12,1,0
172003,2,1,0
77285,3,2,100
100281,2,2,21
70975,18,1,0
95691,3,2,1343
89347,14,1,0
116083,7,1,0
208920,14,1,0
127923,64,1,0
41334,18,1,0
60854,12,1,0
228105,18,1,0
73516,25,3,1321
60348,64,1,0
95820,7,1,0
27782,15,1,0
81520,12,1,0
2579,15,1,0
105587,15,2,1954
26889,18,1,0
148751,3,1,0
64183,19,1,0
103739,12,1,0
317247,19,1,0
21851,26,1,0
96889,12,1,0
89824,20,1,0
93004,3,1,0
248660,19,1,0
83866,15,1,0
244211,72,1,0
81468,15,1,0
124305,2,1,0
15883,23,1,0
339957,5,1,0
124166,2,1,0
121101,15,1,0
161893,48,1,0
195342,3,1,0
20132,14,1,0
233933,14,1,0
51639,1,1,0
137117,66,1,0
349790,18,1,0
33008,18,1,0
90904,19,1,0
115717,6,1,0
37515,11,3,616
150508,72,1,0
7914,9,1,0
31076,3,1,0
191863,18,1,0
227829,20,1,0
64239,29,1,0
39742,9,1,0
23445,26,1,0
272837,12,1,0
111264,3,1,0
66480,9,1,0
289081,45,1,0
124250,18,1,0
2941,3,1,0
333896,2,1,0
157957,15,1,0
112666,18,1,0
188456,17,1,0
28578,15,1,0
88111,3,1,0
41142,12,1,0
312076,26,1,0
105363,12,1,0
88652,17,1,0
7358,29,1,0
79352,15,1,0
58973,20,1,0
35613,3,2,972
109080,3,1,0
264053,15,1,0
49245,2,1,0
208513,3,1,0
100502,15,1,0
37972,18,1,0
102458,12,1,0
146363,19,1,0
30336,15,1,0
31362,21,1,0
36407,13,1,0
113343,9,1,0
103147,3,1,0
51316,12,1,0
31358,9,1,0
318705,29,1,0
18780,11,1,0
55852,24,1,0
121435,35,1,0
112759,19,1,0
307283,3,1,0
87073,56,1,0
92261,13,1,0
3113,12,1,0
90996,3,1,0
91694,19,1,0
3410,35,1,0
164722,12,1,0
67494,1,1,0
80417,23,1,0
53843,12,1,0
158099,12,1,0
234554,3,1,0
38388,3,3,2750
95692,1,1,0
286856,18,1,0
115975,8,2,651
187964,3,1,0
71740,11,1,0
22990,24,1,0
345718,6,1,0
72050,19,1,0
31533,15,1,0
282389,14,1,0
30404,9,1,0
168020,12,1,0
115975,3,1,0
109261,3,1,0
59151,15,1,0
102515,21,1,0
96457,15,1,0
33482,12,1,0
40216,2,2,300
126348,12,1,0
4886,28,1,0
48212,23,1,0
4405,15,2,1248
125337,15,1,0
62025,2,1,0
152167,12,1,0
14316,2,1,0
266442,19,1,0
121307,9,1,0
108913,13,2,1711
162435,7,1,0
102099,9,1,0
97434,1,1,0
41774,13,1,0
166184,19,1,0
59064,3,1,0
48738,9,1,0
19308,14,1,0
33746,11,1,0
8694,9,1,0
173929,29,1,0
177245,1,1,0
10403,3,2,1871
141180,8,1,0
102700,13,1,0
116976,12,1,0
98143,14,1,0
56840,18,1,0
102142,28,1,0
134736,64,1,0
112296,15,1,0
20241,3,1,0
111186,8,1,0
144716,14,1,0
61877,3,2,1745
14849,8,1,0
59377,8,1,0
363105,5,1,0
2095,20,1,0
90855,3,2,3331
78009,12,1,0
104366,13,1,0
86291,27,1,0
316621,14,1,0
73456,26,1,0
77792,3,2,2072
31580,18,1,0
8870,47,1,0
54706,18,1,0
65971,15,1,0
115468,12,1,0
7574,3,1,0
81779,19,1,0
95222,14,1,0
172125,15,1,0
8199,3,1,0
47456,9,1,0
17338,35,1,0
110730,12,1,0
77335,3,2,1615
358038,19,1,0
46625,15,1,0
295201,11,1,0
1688,3,1,0
18659,35,1,0
234216,72,1,0
103431,2,1,0
164844,15,1,0
204715,12,1,0
181849,15,2,2104
7593,3,1,0
210962,3,1,0
185878,3,1,0
2095,23,1,0
191880,1,1,0
118440,9,1,0
279373,236,1,0
107912,315,1,0
65806,2,1,0
80272,64,1,0
16188,23,1,0
110330,15,1,0
37438,24,1,0
11105,24,1,0
26995,64,2,34
120413,1,1,0
56139,1,1,0
36370,19,1,0
194724,8,1,0
107115,6,1,0
90363,2,1,0
171669,29,1,0
234624,72,1,0
65552,2,1,0
92505,27,1,0
77328,35,1,0
339885,43,1,0
18666,3,1,0
55726,2,1,0
216764,9,1,0
8356,9,2,215
185146,9,1,0
152870,11,1,0
229266,19,1,0
23016,3,1,0
52596,9,2,2870
27812,3,1,0
149001,19,1,0
19170,18,2,1838
47126,15,1,0
17631,3,1,0
84774,2,1,0
53569,18,1,0
91840,3,1,0
92686,14,1,0
107008,2,5,1736
39081,18,1,0
155980,19,1,0
197093,9,1,0
232655,19,1,0
168658,35,1,0
7310,15,1,0
10434,3,1,0
124852,35,1,0
253549,5,1,0
232106,10,1,0
92804,18,1,0
182264,155,1,0
112737,14,1,0
141620,64,1,0
17241,1,1,0
103773,15,1,0
107390,29,1,0
69489,18,1,0
14187,151,1,0
19539,12,1,0
174430,19,1,0
23836,13,1,0
140815,15,1,0
103267,35,1,0
214051,246,1,0
116644,18,1,0
13034,29,1,0
174081,19,1,0
29624,2,1,0
223729,35,1,0
136288,3,1,0
37919,22,2,2350
37652,3,1,0
16972,9,1,0
49358,10,1,0
23511,2,2,520
9993,1,1,0
29886,5,1,0
73487,13,2,35
107727,7,1,0
29290,20,1,0
25028,3,2,3021
127025,15,1,0
49642,9,1,0
80026,3,1,0
105359,12,1,0
325220,20,1,0
116682,11,1,0
219391,19,1,0
99912,72,1,0
157216,3,1,0
257155,3,1,0
109484,15,1,0
22851,9,1,0
99914,12,1,0
180754,26,1,0
59625,6,1,0
15276,2,1,0
76687,28,1,0
319849,19,1,0
97463,2,1,0
84297,23,1,0
192272,18,2,560
53665,12,1,0
321700,19,1,0
294231,12,1,0
316692,19,1,0
58766,18,1,0
255208,3,1,0
33443,18,1,0
51808,9,1,0
197740,27,1,0
85901,18,1,0
90286,29,1,0
12148,18,1,0
210061,23,1,0
330350,19,1,0
1228,19,1,0
5689,15,1,0
129838,3,1,0
28081,1,2,212
179043,3,1,0
49170,3,1,0
265431,45,1,0
136668,19,1,0
65460,15,1,0
47089,18,1,0
121544,3,1,0
31687,12,1,0
247350,72,1,0
105910,9,1,0
99836,3,1,0
70084,12,1,0
4757,2,1,0
123681,15,1,0
42843,2,1,0
138586,2,1,0
6470,19,1,0
60423,15,1,0
4168,9,1,0
268722,12,1,0
163587,9,1,0
45905,2,1,0
126585,11,1,0
34273,19,1,0
134746,10,1,0
99503,12,1,0
81698,26,1,0
103351,3,1,0
116516,9,1,0
101250,183,1,0
78377,2,2,1065
137397,7,1,0
705,3,1,0
153111,9,1,0
183654,1,1,0
49604,9,1,0
21960,35,1,0
107594,9,1,0
106385,12,1,0
38342,3,1,0
78450,1,1,0
46725,12,1,0
105587,14,3,3724
297233,14,1,0
106210,15,1,0
55807,12,1,0
222659,18,1,0
12425,1,1,0
110703,9,1,0
106293,20,1,0
262215,15,1,0
189070,3,1,0
72958,2,1,0
149577,12,1,0
37515,25,1,0
60269,2,1,0
161946,10,1,0
30372,21,1,0
195717,15,1,0
102350,1,1,0
86979,25,1,0
163096,8,1,0
307416,9,1,0
238603,10,1,0
96815,18,1,0
56438,22,1,0
359236,19,1,0
91574,72,2,1734
118056,26,1,0
22117,2,4,1628
18237,15,1,0
46769,3,1,0
211407,15,1,0
81167,12,1,0
92934,2,1,0
196336,15,1,0
122706,5,1,0
122050,35,1,0
105311,3,1,0
293712,0,1,0
208628,5,1,0
78504,2,2,2102
120417,14,1,0
96784,13,1,0
39515,3,1,0
18434,9,1,0
253105,19,1,0
173729,8,1,0
88281,29,1,0
47772,19,1,0
104648,2,1,0
98871,23,1,0
67754,18,1,0
27478,11,1,0
108913,19,1,0
187780,3,1,0
43210,32,1,0
45959,9,1,0
27371,3,1,0
157172,19,1,0
144966,12,1,0
9306,35,1,0
43890,9,1,0
29372,2,1,0
79057,3,1,0
103132,11,1,0
184355,5,1,0
173085,2,1,0
228349,12,1,0
151362,45,1,0
44545,3,1,0
23644,3,1,0
60174,9,1,0
28293,3,1,0
109915,19,1,0
164569,19,1,0
7962,12,3,2316
123788,25,1,0
235425,2,1,0
14944,3,1,0
196252,11,1,0
141423,26,1,0
247578,9,1,0
93422,3,1,0
192271,13,1,0
78416,9,1,0
11347,35,1,0
186794,21,1,0
230501,18,1,0
68233,14,1,0
61955,64,1,0
5348,43,1,0
104839,3,1,0
339168,29,1,0
22266,1,1,0
23550,18,1,0
47857,2,1,0
48653,23,1,0
115281,14,2,1810
72287,8,1,0
4180,3,1,0
50386,14,1,0
364523,39,1,0
10265,18,1,0
78330,11,1,0
63283,21,1,0
95738,3,1,0
152249,23,1,0
336080,19,1,0
43086,3,1,0
18703,3,2,3203
192029,9,2,111
81319,9,1,0
10275,3,2,502
65700,9,1,0
42851,3,1,0
195337,26,1,0
4553,17,1,0
112078,7,1,0
358119,7,1,0
18666,35,1,0
238223,116,1,0
11716,12,1,0
318005,5,1,0
17486,3,1,0
183683,12,1,0
31816,12,1,0
139064,12,1,0
25394,109,1,0
49293,19,1,0
4413,9,1,0
214883,10,1,0
97738,2,2,846
22760,64,1,0
119563,8,1,0
104873,14,1,0
103164,3,1,0
186495,3,1,0
36129,12,2,1546
68929,2,2,1342
271769,64,1,0
89889,14,1,0
192967,2,1,0
206231,13,1,0
81629,15,1,0
36434,2,2,1653
98556,2,1,0
48128,15,1,0
57828,96,1,0
253156,29,1,0
144220,1,1,0
73395,2,1,0
50263,25,1,0
75858,8,1,0
254820,2,1,0
262117,10,1,0
79702,15,1,0
53806,14,1,0
186035,37,1,0
273356,19,1,0
103019,14,1,0
87924,18,1,0
172248,18,1,0
43158,35,1,0
98505,64,1,0
38964,9,1,0
217816,19,1,0
219153,19,1,0
101701,14,1,0
34774,12,1,0
188167,12,1,0
67210,3,1,0
29567,9,1,0
4382,2,2,722
217803,55,1,0
69449,14,1,0
40767,6,1,0
91147,15,1,0
119262,15,1,0
203590,19,1,0
114001,3,1,0
45587,1,1,0
240142,18,1,0
65937,18,1,0
347620,19,1,0
24176,15,2,24
93466,9,1,0
53652,15,1,0
49096,9,1,0
37972,1,1,0
119318,15,1,0
40405,9,1,0
123940,2,2,433
11816,12,1,0
46503,12,1,0
124384,18,1,0
43167,8,1,0
212773,19,1,0
76430,12,1,0
50113,19,1,0
216048,14,1,0
348950,3,1,0
61486,2,1,0
20924,10,1,0
16588,35,1,0
77328,9,1,0
297990,9,1,0
206621,5,2,714
344001,79,1,0
95411,25,1,0
48282,3,7,4113
27523,2,1,0
330543,3,1,0
200247,13,1,0
96031,3,1,0
34046,18,1,0
217948,12,1,0
98344,12,1,0
45892,64,1,0
59176,12,1,0
165621,7,1,0
224700,10,1,0
25119,14,2,1625
182499,12,1,0
163762,19,1,0
8401,9,1,0
45714,11,1,0
88479,3,1,0
199848,18,1,0
3773,26,1,0
331224,3,1,0
81737,23,1,0
88654,21,1,0
96078,12,1,0
130121,9,1,0
14223,15,1,0
23103,11,1,0
112833,3,1,0
6375,2,1,0
263516,18,1,0
125217,14,1,0
244030,5,1,0
68831,19,1,0
32265,2,1,0
95594,14,1,0
352113,244,1,0
99194,3,2,1086
6124,7,1,0
75193,5,1,0
246328,13,1,0
60626,2,1,0
7047,96,1,0
23878,9,2,2852
54481,3,1,0
102331,18,1,0
44589,3,1,0
88124,2,1,0
29098,9,1,0
178894,10,1,0
83764,9,1,0
9955,9,3,1510
105235,2,1,0
35757,3,1,0
194198,3,1,0
105406,9,1,0
227749,17,1,0
105606,2,1,0
121196,12,1,0
50037,3,1,0
123623,23,1,0
81068,3,1,0
164157,3,1,0
86320,18,1,0
359249,7,1,0
59200,13,1,0
107008,18,2,1364
276287,45,1,0
138023,3,1,0
23870,3,1,0
283663,19,1,0
250380,29,1,0
319996,10,1,0
9161,2,1,0
331696,45,1,0
73159,19,1,0
16478,2,1,0
50484,7,1,0
359930,9,1,0
2399,20,1,0
33893,3,1,0
79132,11,1,0
100571,21,1,0
2391,18,1,0
4436,12,1,0
47091,39,1,0
55000,11,1,0
14782,12,1,0
163007,83,1,0
325929,66,1,0
235332,15,1,0
108158,3,1,0
26814,25,1,0
75868,12,2,722
26726,12,1,0
34769,9,1,0
45149,13,1,0
104839,15,1,0
12529,3,1,0
118776,11,1,0
159834,18,1,0
88756,8,1,0
27993,1,1,0
129691,2,1,0
66480,14,1,0
83614,9,1,0
226327,2,1,0
38782,3,1,0
132622,3,1,0
327170,2,1,0
321709,29,1,0
14010,15,1,0
1697,11,1,0
131326,18,1,0
239688,45,1,0
124038,12,1,0
23453,9,1,0
105304,35,1,0
17077,3,1,0
244243,29,1,0
16526,2,1,0
37813,3,1,0
98453,15,1,0
27627,3,1,0
2404,27,1,0
11448,12,1,0
64903,2,2,824
2585,12,1,0
17865,20,1,0
18082,79,1,0
63496,15,1,0
188472,19,1,0
9161,3,2,2439
39123,15,1,0
67325,13,2,1944
14977,14,1,0
57248,19,1,0
105154,14,1,0
37135,2,2,3815
129311,29,1,0
336268,19,1,0
99017,64,1,0
161330,26,1,0
122254,9,1,0
19236,8,1,0
218581,3,1,0
68499,3,1,0
74748,15,1,0
79909,13,1,0
62863,18,1,0
149791,35,1,0
89845,3,3,356
85029,12,1,0
119167,12,1,0
20924,35,1,0
155499,28,1,0
48836,9,1,0
9041,12,1,0
81587,14,1,0
8224,11,1,0
58723,8,1,0
88187,15,1,0
211582,9,1,0
54185,19,1,0
184271,18,1,0
84959,183,1,0
160456,11,1,0
124245,9,1,0
212251,12,1,0
92183,32,1,0
113600,15,1,0
88727,15,1,0
236990,19,1,0
34908,1,1,0
240002,12,1,0
97612,15,1,0
110143,14,1,0
94660,21,1,0
32014,3,1,0
111021,15,1,0
81952,15,1,0
171188,5,1,0
32591,2,1,0
58334,12,1,0
119289,20,1,0
26777,3,1,0
2810,9,1,0
14074,9,1,0
175504,3,2,396
211461,12,1,0
48569,19,1,0
194145,15,1,0
114490,12,2,1261
49520,18,2,1487
108181,15,1,0
346861,10,1,0
30933,14,1,0
192967,3,1,0
44725,18,2,719
233505,12,1,0
182955,8,1,0
252978,3,1,0
168296,32,1,0
303477,19,1,0
81571,10,1,0
99747,13,1,0
361093,12,1,0
355535,19,1,0
106446,9,1,0
130890,3,1,0
75885,2,1,0
103148,6,1,0
32558,3,1,0
167382,2,1,0
308964,5,1,0
17204,10,1,0
46108,11,1,0
201182,18,1,0
162657,19,1,0
241601,19,1,0
72593,3,1,0
64769,2,2,2104
41956,3,1,0
193560,1,1,0
122042,23,1,0
174704,9,1,0
61001,24,1,0
129939,16,1,0
122381,35,1,0
103019,3,1,0
29685,1,1,0
78950,14,1,0
195893,24,1,0
75588,2,1,0
80987,18,1,0
106172,14,1,0
85945,2,1,0
23700,15,1,0
10385,15,1,0
113543,11,1,0
97018,13,1,0
118475,15,1,0
77523,21,1,0
71132,35,1,0
116773,14,1,0
92092,12,1,0
6899,15,1,0
29072,15,1,0
111312,3,2,472
25737,64,1,0
69975,12,1,0
32632,14,1,0
191663,12,1,0
45841,10,1,0
14403,18,1,0
3071,14,1,0
151467,3,1,0
95545,83,1,0
287702,12,1,0
116919,15,1,0
191679,5,1,0
80539,19,1,0
364293,11,1,0
60691,28,1,0
41463,9,1,0
149076,2,1,0
193753,3,1,0
86781,18,1,0
91031,18,1,0
158703,2,1,0
3210,17,1,0
188837,14,1,0
6518,5,1,0
186728,64,1,0
105957,12,2,317
59722,18,1,0
220248,83,1,0
112441,48,1,0
96937,22,1,0
2272,15,1,0
49418,18,1,0
64206,2,1,0
242055,29,1,0
126019,9,1,0
93542,14,1,0
14061,15,1,0
89189,2,1,0
52862,12,2,1595
125580,25,1,0
218129,3,1,0
10274,3,2,1595
115929,20,1,0
54322,8,1,0
86436,2,1,0
122710,26,1,0
119349,14,3,2188
51464,14,1,0
83561,148,1,0
221977,19,1,0
180368,19,1,0
106159,6,1,0
158070,35,1,0
6380,25,1,0
80259,15,1,0
107008,14,1,0
159598,18,1,0
144737,15,1,0
30739,12,1,0
106041,15,1,0
43477,12,1,0
95262,19,1,0
88024,76,1,0
24329,9,1,0
23419,9,1,0
45257,18,1,0
8507,9,1,0
122957,20,1,0
353198,3,1,0
26980,9,1,0
123788,9,1,0
2561,15,1,0
10155,35,1,0
14354,9,1,0
109863,3,1,0
307378,19,1,0
29678,2,1,0
338053,12,1,0
73040,9,1,0
7101,3,1,0
67548,2,2,2688
75674,12,1,0
16566,12,1,0
37948,26,1,0
24008,2,2,1928
121146,3,1,0
95720,12,1,0
80908,15,1,0
50654,18,1,0
14230,11,1,0
188220,1,1,0
171043,1,1,0
164212,14,1,0
83604,14,1,0
115470,29,1,0
38986,12,1,0
260737,292,1,0
272675,29,1,0
72213,3,1,0
66013,21,1,0
7645,25,1,0
9161,19,1,0
198847,15,1,0
45581,2,1,0
92738,2,1,0
63147,2,1,0
119346,15,1,0
343930,9,1,0
38219,19,1,0
111484,8,1,0
71601,15,1,0
191527,5,1,0
110031,23,1,0
89312,12,1,0
26814,3,4,1977
70165,64,1,0
114683,12,1,0
67658,9,1,0
53950,3,1,0
38504,35,1,0
116836,2,1,0
312558,19,1,0
65734,3,1,0
43793,2,5,2005
58369,15,3,799
64238,2,1,0
124384,12,1,0
5061,14,1,0
81419,14,2,3075
247120,15,1,0
119284,21,1,0
56225,15,1,0
48227,3,1,0
55003,14,1,0
99344,3,1,0
7775,7,1,0
356133,5,1,0
89757,35,1,0
101096,12,6,2837
323287,27,1,0
69710,13,1,0
137708,8,1,0
67708,23,1,0
233951,2,1,0
108209,12,2,1
56201,12,1,0
44673,9,2,620
173167,13,1,0
86294,14,1,0
64673,15,1,0
41121,18,1,0
46041,20,1,0
42197,2,1,0
227922,3,1,0
362730,45,1,0
253208,19,1,0
35588,2,1,0
90855,1,1,0
107922,8,1,0
245255,9,1,0
195898,3,1,0
21126,11,1,0
64428,2,1,0
222602,3,1,0
59745,11,1,0
93486,12,2,1097
230854,2,1,0
165629,21,1,0
8423,14,1,0
94106,70,1,0
231349,2,1,0
199312,48,1,0
13728,14,1,0
110014,1,1,0
108715,8,1,0
81859,18,1,0
42968,12,1,0
47728,25,1,0
38666,2,1,0
36286,14,1,0
37565,15,2,735
50938,12,1,0
89113,15,1,0
34051,29,1,0
27999,15,1,0
25796,12,1,0
119304,12,1,0
338562,18,1,0
153524,1,1,0
156180,19,1,0
132062,18,1,0
100869,9,1,0
37333,17,1,0
25145,18,1,0
62178,9,1,0
8710,10,1,0
38332,13,1,0
72936,28,1,0
58442,15,1,0
109644,9,2,1359
98012,26,1,0
136679,3,1,0
130834,3,1,0
41287,2,2,1245
34337,2,1,0
279828,11,1,0
228334,14,1,0
38718,3,1,0
86865,9,1,0
304546,5,1,0
96313,18,1,0
125285,26,1,0
97018,94,1,0
87623,27,1,0
63925,18,1,0
50954,2,1,0
105304,9,2,3435
353660,45,1,0
44267,3,1,0
101096,15,1,0
98489,2,1,0
7944,10,1,0
22978,3,1,0
122548,37,1,0
3889,18,1,0
95820,12,1,0
107809,28,1,0
43686,29,1,0
109601,26,1,0
1044,64,1,0
14084,64,1,0
8391,17,1,0
96801,12,1,0
128240,45,1,0
54157,151,1,0
204094,19,1,0
59269,9,1,0
90500,12,1,0
111120,26,1,0
113784,12,1,0
136467,20,1,0
36150,18,2,2677
65687,15,1,0
116472,2,1,0
80272,3,1,0
61900,9,1,0
151757,3,2,417
92742,18,1,0
108324,14,1,0
177748,29,1,0
98263,14,1,0
94319,12,1,0
227279,29,1,0
13974,2,1,0
74839,3,1,0
116332,18,1,0
240190,3,1,0
58485,11,1,0
245644,13,1,0
81097,3,1,0
103899,12,1,0
236359,5,2,128
142958,5,1,0
170136,9,1,0
26190,2,2,147
103221,15,2,1461
191195,2,1,0
14475,15,1,0
41510,1,1,0
10813,3,1,0
49341,18,1,0
318074,12,1,0
87673,3,1,0
72164,9,1,0
84725,12,1,0
30159,3,3,2013
44231,18,1,0
44490,15,1,0
81285,3,1,0
93381,1,1,0
103303,20,1,0
103131,2,1,0
261486,29,1,0
25161,2,1,0
184096,29,1,0
105587,19,1,0
27526,18,2,1
113454,9,2,2406
331972,19,1,0
13775,3,1,0
218184,14,1,0
73038,9,1,0
109041,9,1,0
118250,13,1,0
157821,3,1,0
99906,7,1,0
314783,15,1,0
87879,6,1,0
6462,19,1,0
100634,18,1,0
123212,2,1,0
108204,12,1,0
71863,3,1,0
183728,12,1,0
64077,18,1,0
325341,19,1,0
281434,64,1,0
297817,9,1,0
61664,12,3,1578
294631,45,1,0
246931,3,1,0
70749,35,1,0
331720,19,1,0
104305,18,1,0
94365,3,1,0
357463,2,1,0
48997,27,1,0
100929,19,1,0
55893,9,1,0
152547,5,1,0
43855,14,4,3189
8352,2,1,0
47658,3,1,0
348713,14,1,0
106406,12,1,0
12167,3,2,837
120791,12,1,0
6414,3,1,0
39756,9,1,0
39479,35,2,1507
261247,3,1,0
61982,19,1,0
34755,1,1,0
11045,23,1,0
56180,3,1,0
68155,3,1,0
125286,8,2,3846
30198,8,1,0
200220,35,1,0
247143,3,1,0
158312,15,1,0
44349,2,2,2031
21851,8,1,0
78446,2,1,0
191691,15,1,0
117303,26,1,0
221329,5,1,0
52857,2,1,0
64502,18,1,0
112086,14,1,0
96891,18,1,0
96827,55,1,0
130743,12,1,0
76056,2,2,1899
107907,12,1,0
174575,3,1,0
279362,29,1,0
56242,19,2,566
31609,1,1,0
42478,15,2,3222
31790,1,1,0
103899,2,1,0
58589,8,1,0
92964,3,1,0
14967,9,1,0
88023,13,1,0
5393,2,1,0
258960,12,1,0
154412,13,1,0
61606,13,2,3298
174119,35,1,0
53479,8,1,0
88941,3,1,0
116203,35,1,0
58680,35,1,0
30246,3,1,0
90717,12,1,0
75922,25,1,0
140602,14,1,0
66223,54,1,0
93715,12,1,0
357665,3,1,0
44271,20,1,0
93776,1,1,0
14058,19,1,0
15026,25,1,0
25150,12,1,0
89990,2,1,0
1890,3,1,0
16947,3,1,0
18721,14,1,0
64142,12,1,0
29748,2,1,0
258509,18,1,0
258232,15,1,0
111025,19,3,1609
28198,28,1,0
87620,9,1,0
28842,18,1,0
124285,25,1,0
73516,11,4,3347
95820,21,1,0
293011,28,1,0
277488,19,1,0
52673,9,1,0
220030,64,1,0
73608,9,1,0
109737,2,1,0
28198,3,1,0
199743,25,1,0
106507,18,1,0
118267,12,1,0
39721,28,1,0
19148,15,1,0
306873,19,1,0
147957,14,3,1001
161606,15,1,0
201986,19,1,0
36691,3,1,0
109723,18,1,0
36190,14,1,0
28324,15,1,0
56063,27,1,0
202230,36,1,0
88117,18,1,0
339491,45,1,0
107483,9,1,0
177597,9,1,0
63093,12,1,0
122462,15,1,0
71636,3,1,0
99311,2,2,1083
163722,145,1,0
110031,2,2,1051
124883,12,1,0
91006,29,1,0
190496,9,1,0
160999,13,1,0
12531,64,1,0
16970,20,1,0
32432,3,1,0
50275,1,1,0
25761,3,2,1185
116488,2,1,0
153486,12,1,0
122824,9,1,0
333377,19,1,0
54047,12,1,0
11450,14,1,0
48552,35,2,1273
50300,18,1,0
144341,148,1,0
31308,14,1,0
10937,3,1,0
151195,72,1,0
154154,2,1,0
56063,18,1,0
187086,5,1,0
41200,18,2,934
154983,18,1,0
24132,18,1,0
119289,23,1,0
340368,9,2,432
86792,11,1,0
297084,19,1,0
31572,12,1,0
62879,13,1,0
14871,18,1,0
219652,148,1,0
137959,11,1,0
3239,3,1,0
96081,1,1,0
5861,15,1,0
37218,14,1,0
338871,22,1,0
81329,12,1,0
26995,8,3,2401
34380,35,1,0
139498,28,1,0
4432,15,1,0
361778,19,1,0
209504,2,1,0
14754,1,1,0
92704,2,1,0
174717,1,1,0
278725,32,1,0
162378,2,1,0
76981,12,1,0
24981,9,1,0
32391,23,1,0
68861,35,1,0
76710,12,2,948
98349,12,1,0
288194,83,1,0
32966,21,1,0
180890,72,1,0
252323,9,1,0
41208,21,1,0
104879,14,1,0
203338,10,1,0
305593,15,1,0
27678,60,1,0
76759,2,1,0
80114,2,1,0
53871,3,1,0
67500,15,1,0
105160,26,2,637
235425,3,1,0
92735,10,1,0
364500,19,1,0
42627,2,2,3539
245748,18,1,0
45425,12,1,0
39454,3,1,0
279966,1,1,0
125764,3,1,0
303131,9,1,0
80532,2,1,0
70834,15,1,0
54524,18,1,0
295876,3,1,0
134136,35,1,0
37515,15,6,2140
15382,18,1,0
175506,2,1,0
4700,15,1,0
299831,1,1,0
118526,15,1,0
125928,10,1,0
256271,84,1,0
93486,3,1,0
268293,35,1,0
44133,9,1,0
83098,18,1,0
67586,3,2,812
201182,24,1,0
35221,18,1,0
3403,2,1,0
8704,17,1,0
113358,1,1,0
311071,26,1,0
85274,27,1,0
99810,9,1,0
127414,3,1,0
94336,12,1,0
46648,9,1,0
79881,9,3,3592
101064,19,1,0
276637,12,1,0
229319,6,1,0
250258,3,1,0
18544,12,1,0
36251,12,1,0
25095,13,1,0
1586,15,1,0
161460,5,1,0
201202,3,1,0
90374,1,1,0
24700,8,1,0
290234,19,1,0
79666,2,2,2011
96618,28,1,0
66325,18,1,0
105603,24,1,0
2235,8,1,0
85626,62,1,0
133497,84,1,0
15444,8,1,0
282982,56,1,0
149505,24,1,0
96181,1,1,0
320946,20,1,0
63340,28,1,0
81514,7,1,0
36169,1,1,0
121916,15,1,0
58588,3,1,0
211736,6,1,0
6424,21,1,0
102118,15,1,0
15046,20,1,0
47980,20,1,0
67755,15,1,0
134289,27,1,0
10304,12,1,0
67577,3,2,626
171124,8,1,0
30214,5,1,0
42139,5,1,0
84644,10,1,0
133397,14,1,0
82426,18,1,0
90758,20,1,0
26995,15,9,3356
293092,39,1,0
337007,29,1,0
41203,3,2,1993
73124,9,1,0
9412,3,1,0
96862,3,1,0
24896,9,1,0
119222,3,1,0
303565,9,1,0
288932,15,1,0
263893,7,1,0
17845,1,1,0
106598,13,1,0
114381,12,1,0
66184,26,1,0
1247,12,1,0
98349,2,1,0
28237,27,1,0
87748,18,1,0
92673,12,5,3480
64543,3,2,85
201375,18,1,0
195301,19,1,0
157392,3,1,0
111241,5,1,0
48481,3,2,273
61192,18,1,0
101863,15,1,0
66532,13,1,0
288908,9,1,0
211965,3,1,0
17289,8,1,0
96955,18,2,2184
128594,12,1,0
117898,19,1,0
87635,2,1,0
303828,7,1,0
105475,2,8,2971
127832,9,1,0
294518,3,1,0
11997,12,1,0
103176,1,1,0
250192,20,1,0
71753,13,1,0
53488,18,1,0
65000,14,1,0
114235,24,1,0
82287,29,1,0
109680,2,1,0
22898,3,1,0
123611,29,1,0
151577,15,1,0
231879,9,1,0
16506,15,1,0
265588,15,1,0
130657,1,1,0
279624,64,1,0
80185,15,1,0
67159,12,1,0
14792,18,2,1372
100133,12,1,0
109005,12,1,0
109704,18,1,0
100206,15,2,171
89669,9,1,0
103831,9,1,0
203499,18,1,0
242035,256,1,0
54062,8,1,0
67772,3,3,2241
27045,21,1,0
17365,19,1,0
34409,9,2,1554
1471,3,1,0
85577,2,1,0
189052,5,1,0
53664,25,1,0
86452,2,4,2059
296006,29,1,0
100617,15,1,0
192027,12,1,0
55908,23,1,0
139609,12,1,0
75897,12,1,0
344414,19,1,0
41287,8,2,122
93054,18,5,2620
36051,1,1,0
125292,3,1,0
99728,12,2,2413
18869,12,1,0
25192,12,1,0
110788,3,3,4147
136951,9,1,0
193812,12,1,0
20387,15,1,0
191939,12,1,0
63832,3,1,0
53635,3,1,0
4019,20,1,0
91694,64,1,0
152076,12,1,0
35211,12,1,0
15696,12,1,0
242705,10,1,0
76718,35,1,0
56625,15,1,0
53664,18,1,0
90560,2,1,0
63109,35,1,0
37295,27,1,0
7775,6,1,0
1655,14,1,0
177259,10,1,0
41399,3,1,0
93955,12,1,0
218655,3,1,0
103049,13,1,0
223705,45,1,0
206664,45,1,0
